PMID,Title,Journal,Date,Year,Still_Live,AI_Retracted
41475003,FuzzyKnowledge-Based Hierarchical Reinforcement Learning for Large-Scale Heterogeneous Multiagent Systems.,IEEE Trans Cybern. 2025 Dec 31;PP. doi: 10.1109/TCYB.2025.3638807. Online ahead of print.,2025 Dec 31;PP,2025,1,
41471671,Anonymous and Efficient Chaotic Map-Based Authentication Protocol for Industrial Internet of Things.,Sensors (Basel). 2025 Dec 18;25(24):7676. doi: 10.3390/s25247676.,2025 Dec 18;25(24):7676,2025,1,
41471628,Improved Moth-Inspired Algorithm Based onFuzzyController.,Sensors (Basel). 2025 Dec 16;25(24):7633. doi: 10.3390/s25247633.,2025 Dec 16;25(24):7633,2025,1,
41471603,Audio Deepfake Detection via aFuzzyDual-Path Time-Frequency Attention Network.,Sensors (Basel). 2025 Dec 15;25(24):7608. doi: 10.3390/s25247608.,2025 Dec 15;25(24):7608,2025,1,
41471532,Dynamic Severity Assessment of Partial Discharge in HV Bushings Based on the Evolution Characteristics of Dense Clusters in PRPD Patterns.,Sensors (Basel). 2025 Dec 11;25(24):7537. doi: 10.3390/s25247537.,2025 Dec 11;25(24):7537,2025,1,
41471478,Prescribed-Time Leader-Follower Synchronization of Higher-Order Nonlinear Multi-Agent Systems viaFuzzyNeural Adaptive Sliding Control.,Sensors (Basel). 2025 Dec 9;25(24):7483. doi: 10.3390/s25247483.,2025 Dec 9;25(24):7483,2025,1,
41471441,Design and Simulation of Suspension Leveling System for Small Agricultural Machinery in Hilly and Mountainous Areas.,Sensors (Basel). 2025 Dec 7;25(24):7447. doi: 10.3390/s25247447.,2025 Dec 7;25(24):7447,2025,1,
41470498,AdaptiveFuzzyFixed-Time Trajectory Tracking Control for a Piezoelectric-Driven Microinjector.,Micromachines (Basel). 2025 Nov 26;16(12):1332. doi: 10.3390/mi16121332.,2025 Nov 26;16(12):1332,2025,1,
41469819,Identifying effective coping strategies against mobbing for Generations Y and Z using a Pythagoreanfuzzydecision support mechanism.,Sci Rep. 2025 Dec 31. doi: 10.1038/s41598-025-33594-3. Online ahead of print.,2025 Dec 31,2025,1,
41469564,An innovativefuzzymodel control strategy for Trans-Z-Source DC-DC boost converters in satellite power systems.,Sci Rep. 2025 Dec 30;15(1):45795. doi: 10.1038/s41598-025-28748-2.,2025 Dec 30;15(1):45795,2025,1,
41469419,Integrative decision-support framework identifies drought-resilient sugar beet genotypes under water-limited conditions.,Sci Rep. 2025 Dec 30;16(1):3304. doi: 10.1038/s41598-025-33240-y.,2025 Dec 30;16(1):3304,2025,1,
41468870,Research on low-dimensional multivariate information fusion prediction based on space battlefield situation information.,Neural Netw. 2025 Dec 20;197:108513. doi: 10.1016/j.neunet.2025.108513. Online ahead of print.,2025 Dec 20;197:108513,2025,1,
41468288,Evolution of afuzzyribonucleoprotein complex in viral assembly.,Elife. 2025 Dec 30;14:RP108922. doi: 10.7554/eLife.108922.,2025 Dec 30;14:RP108922,2025,1,
41464140,A Lifestyle-BasedFuzzy-Enhanced ANN Model for Early Prediction of Type 2 Diabetes and Personalized Management in the North Indian Population.,Diagnostics (Basel). 2025 Dec 10;15(24):3139. doi: 10.3390/diagnostics15243139.,2025 Dec 10;15(24):3139,2025,1,
41463988,A New Look at Vaccination Behaviors and Intentions: The Case of Influenza.,Behav Sci (Basel). 2025 Nov 30;15(12):1645. doi: 10.3390/bs15121645.,2025 Nov 30;15(12):1645,2025,1,
41462415,A hybridfuzzyand convolutional neural network framework for urban road traffic risk and sustainability assessment.,Sci Rep. 2025 Dec 29;15(1):44846. doi: 10.1038/s41598-025-28228-7.,2025 Dec 29;15(1):44846,2025,1,
41461891,Customizable front end design using improved StyleGAN with detail control.,Sci Rep. 2025 Dec 29. doi: 10.1038/s41598-025-33853-3. Online ahead of print.,2025 Dec 29,2025,1,
41461885,Multiple trajectory optimization and control of robotic agents using hybridfuzzyembedded artificial intelligence technique for multi target problems.,Sci Rep. 2025 Dec 29;16(1):2945. doi: 10.1038/s41598-025-32880-4.,2025 Dec 29;16(1):2945,2025,1,
41461842,Prediction of thaw settling coefficient of frozen soil using machine learning techniques.,Sci Rep. 2025 Dec 29. doi: 10.1038/s41598-025-34011-5. Online ahead of print.,2025 Dec 29,2025,1,
41461793,Research on morphology optimization of heavy-duty industrial robots based on Kansei engineering and artificial intelligence generated content technology.,Sci Rep. 2025 Dec 29;15(1):44942. doi: 10.1038/s41598-025-28878-7.,2025 Dec 29;15(1):44942,2025,1,
41461790,Optimizing ergonomic risk assessment usingfuzzyirregular cellular automata: a novel approach to modeling musculoskeletal disorders in industrial workstations.,Sci Rep. 2025 Dec 29;15(1):44815. doi: 10.1038/s41598-025-28916-4.,2025 Dec 29;15(1):44815,2025,1,
41461786,Design of a hybrid learning model for establishing consistency in smart grid environment.,Sci Rep. 2025 Dec 29;15(1):44903. doi: 10.1038/s41598-025-28986-4.,2025 Dec 29;15(1):44903,2025,1,
41461667,Fuzzygranulation-based wind speed prediction with multi-objective optimization.,Sci Rep. 2025 Dec 29;15(1):44752. doi: 10.1038/s41598-025-28328-4.,2025 Dec 29;15(1):44752,2025,1,
41460850,Virtual parking path planning in narrow roads based onfuzzypure pursuit algorithm.,PLoS One. 2025 Dec 29;20(12):e0335911. doi: 10.1371/journal.pone.0335911. eCollection 2025.,2025 Dec 29;20(12):e0335911,2025,1,
41459277,The impact mechanism of artificial intelligence dependence on college students' innovation capability: an empirical study from China.,Front Psychol. 2025 Dec 12;16:1732837. doi: 10.3389/fpsyg.2025.1732837. eCollection 2025.,2025 Dec 12;16:1732837,2025,1,
41458257,Using Ethnographic Learning Circle (ELC) to Transform Funds of Knowledge (FoK) into Curricular Assets in Medical Education.,Perspect Med Educ. 2025 Dec 22;14(1):1013-1020. doi: 10.5334/pme.2073. eCollection 2025.,2025 Dec 22;14(1):1013-1020,2025,1,
41454001,Enhancing smart energy load management in industrial steel production using the fermateanfuzzyFUCA multi-criteria analysis.,Sci Rep. 2025 Dec 26;16(1):1781. doi: 10.1038/s41598-025-31335-0.,2025 Dec 26;16(1):1781,2025,1,
41453971,A neuro-fuzzymulti-topology adaptive routing framework for QoS-aware healthcare IoT communications.,Sci Rep. 2025 Dec 26;16(1):3330. doi: 10.1038/s41598-025-33235-9.,2025 Dec 26;16(1):3330,2025,1,
41453898,NF-MORL: a neuro-fuzzymulti-objective reinforcement learning framework for task scheduling in fog computing environments.,Sci Rep. 2025 Dec 26;16(1):2455. doi: 10.1038/s41598-025-32235-z.,2025 Dec 26;16(1):2455,2025,1,
41450676,Formation of fan psychological ownership and Its influence on fan enthusiasm: a hybrid approach using PLS-SEM and fsQCA.,Front Psychol. 2025 Dec 10;16:1721382. doi: 10.3389/fpsyg.2025.1721382. eCollection 2025.,2025 Dec 10;16:1721382,2025,1,
41449170,A decision making algorithm for economic growth in the digital economy using CRITIC WASPAS based circular picturefuzzyinformation.,Sci Rep. 2025 Dec 26;16(1):1608. doi: 10.1038/s41598-025-31078-y.,2025 Dec 26;16(1):1608,2025,1,
41448754,[Closed-loop regulation system for paralyzed lower limb joint movement based on electrical stimulation of spinal central pattern generator].,Sheng Wu Yi Xue Gong Cheng Xue Za Zhi. 2025 Dec 25;42(6):1131-1138. doi: 10.7507/1001-5515.202411040.,2025 Dec 25;42(6):1131-1138,2025,1,
41447789,The effect of welfare receipt on unmet health care needs: Evidence from Dibao program in rural China.,Soc Sci Med. 2026 Feb;391:118893. doi: 10.1016/j.socscimed.2025.118893. Epub 2025 Dec 20.,2026 Feb;391:118893,2026,1,
41446373,Enhanced Parkinson's disease prediction using LDEFS feature selection and Mamdanifuzzyneural network.,Front Aging Neurosci. 2025 Dec 9;17:1665590. doi: 10.3389/fnagi.2025.1665590. eCollection 2025.,2025 Dec 9;17:1665590,2025,1,
41446148,Human Pumilio proteins usefuzzymultivalent hydrophobic interactions to recruit the CCR4-NOT deadenylase complex to repress mRNAs.,bioRxiv [Preprint]. 2025 Dec 20:2025.12.18.695197. doi: 10.64898/2025.12.18.695197.,2025 Dec 1103861:45:00,2025,1,
41444400,Introducing the comparative weighting evaluation based on the best criteria method: a multi-fuzzyframework for aviation fuel efficiency.,Sci Rep. 2025 Dec 24;16(1):3101. doi: 10.1038/s41598-025-32988-7.,2025 Dec 24;16(1):3101,2025,1,
41444038,Adaptive performance enhancement control for flexible-joint manipulator with model uncertainties and actuator failures.,ISA Trans. 2025 Dec 18:S0019-0578(25)00718-9. doi: 10.1016/j.isatra.2025.12.026. Online ahead of print.,2025 Dec 18:S0019-0578(25)00718-9,2025,1,
41442887,Adaptive network basedfuzzyinference system efficientnet for autism spectrum disorder detection with optimization based pivotal region extraction.,Psychiatry Res Neuroimaging. 2026 Mar;356:112109. doi: 10.1016/j.pscychresns.2025.112109. Epub 2025 Dec 11.,2026 Mar;356:112109,2026,1,
41442802,Robust self-organizingfuzzyneural network with data immunity evaluation for industrial process modeling.,Neural Netw. 2025 Dec 17;197:108504. doi: 10.1016/j.neunet.2025.108504. Online ahead of print.,2025 Dec 17;197:108504,2025,1,
41442302,Robust Semi-supervised Feature Selection with Multi-granularity Zentropy Modeling.,IEEE Trans Pattern Anal Mach Intell. 2025 Dec 24;PP. doi: 10.1109/TPAMI.2025.3647921. Online ahead of print.,2025 Dec 24;PP,2025,1,
41440822,Reading and Writing Abilities in Students with Mild Nonspecific Intellectual Disability: A Multivariate Examination of Literacy and Cognitive Processing Abilities.,J Intell. 2025 Dec 8;13(12):161. doi: 10.3390/jintelligence13120161.,2025 Dec 8;13(12):161,2025,1,
41440425,Accelerated Feature Selection via Discernibility Hashing: A Rough Set Approach.,Entropy (Basel). 2025 Dec 1;27(12):1222. doi: 10.3390/e27121222.,2025 Dec 1;27(12):1222,2025,1,
41439896,Hybrid ANFIS-MPA and FFNN-MPA Models for Bitcoin Price Forecasting.,Biomimetics (Basel). 2025 Dec 10;10(12):827. doi: 10.3390/biomimetics10120827.,2025 Dec 10;10(12):827,2025,1,
41439872,AI-Driven Trajectory Planning of Dentatron: A Compact 4-DOF Dental Robotic Manipulator.,Biomimetics (Basel). 2025 Dec 1;10(12):803. doi: 10.3390/biomimetics10120803.,2025 Dec 1;10(12):803,2025,1,
41439102,Understanding how users identify health misinformation in short videos: an integrated analysis using PLS-SEM and fsQCA.,Front Public Health. 2025 Dec 8;13:1713794. doi: 10.3389/fpubh.2025.1713794. eCollection 2025.,2025 Dec 8;13:1713794,2025,1,
41436980,Corticomuscular coupling alterations in subacute stroke patients: insights from fNIRS and sEMG.,BMC Neurol. 2025 Dec 23;26(1):45. doi: 10.1186/s12883-025-04589-4.,2025 Dec 23;26(1):45,2025,1,
41436611,Development of afuzzycomprehensive evaluation system for the effect evaluation of sprint training - based on AHP and entropy weight method.,Sci Rep. 2025 Dec 23;16(1):3301. doi: 10.1038/s41598-025-33088-2.,2025 Dec 23;16(1):3301,2025,1,
41436560,Fuzzylogic-based speed guidance strategy for mixed platoons at intersections with communication delay compensation and driver reaction time modeling.,Sci Rep. 2025 Dec 23;16(1):2260. doi: 10.1038/s41598-025-32008-8.,2025 Dec 23;16(1):2260,2025,1,
41436552,Untangling the role of blockchain technology in shaping supply chain concentration from the contingency and configuration perspectives.,Sci Rep. 2025 Dec 23;16(1):3315. doi: 10.1038/s41598-025-33335-6.,2025 Dec 23;16(1):3315,2025,1,
41436515,Exploitingfuzzyweights in CNN model-based taxonomic classification of 500-bp sequence bacterial dataset.,Sci Rep. 2025 Dec 23;15(1):44733. doi: 10.1038/s41598-025-24836-5.,2025 Dec 23;15(1):44733,2025,1,
41433167,Observer-Based Adaptive Neural Sliding Mode Control ofFuzzySystemsWith Sojourn-Probability-Based Multimode Attacks.,IEEE Trans Cybern. 2025 Dec 23;PP. doi: 10.1109/TCYB.2025.3644865. Online ahead of print.,2025 Dec 23;PP,2025,1,
41432846,Variability and interpretability of benzylpenicillin inhibition zone edges in Staphylococcus aureus - a multi-center study in Austria.,Eur J Clin Microbiol Infect Dis. 2025 Dec 23. doi: 10.1007/s10096-025-05374-4. Online ahead of print.,2025 Dec 23,2025,1,
41430086,Fuzzylogicand deep learning approach for automated white blood cell detection and classification via multi-CNN feature fusion.,Sci Rep. 2025 Dec 22;15(1):44546. doi: 10.1038/s41598-025-28354-2.,2025 Dec 22;15(1):44546,2025,1,
41430016,Fusion of machine learning models usingfuzzycomprehensive evaluation for thymoma risk prediction: a multicenter analysis.,Updates Surg. 2025 Dec 22. doi: 10.1007/s13304-025-02493-7. Online ahead of print.,2025 Dec 22,2025,1,
41429805,Adaptive vector oriented control of doubly fed induction generator wind turbines using M5P model tree for robust dynamic performance.,Sci Rep. 2025 Dec 22;15(1):44286. doi: 10.1038/s41598-025-27916-8.,2025 Dec 22;15(1):44286,2025,1,
41424822,Robust contactless fingerprint authentication using dolphin optimization and SVM hybridization.,Front Big Data. 2025 Dec 5;8:1641714. doi: 10.3389/fdata.2025.1641714. eCollection 2025.,2025 Dec 5;8:1641714,2025,1,
41423630,Robust securable economic operation of grid-connected renewable integrated energy system with hydrogen storage and electric and fuel cell vehicles.,Sci Rep. 2025 Dec 22;15(1):44253. doi: 10.1038/s41598-025-26984-0.,2025 Dec 22;15(1):44253,2025,1,
41423462,Assessment of management accounting information using decision algorithm with prioritized weights in circular fermateanfuzzyCRITIC WASPAS model.,Sci Rep. 2025 Dec 22;15(1):44522. doi: 10.1038/s41598-025-28170-8.,2025 Dec 22;15(1):44522,2025,1,
41422128,"Prioritized Aczel-Alsina aggregation operators under p, q-quasirung orthopairfuzzyenvironment for sustainable supplier selection in new energy vehicle industry.",Sci Rep. 2025 Dec 20;16(1):268. doi: 10.1038/s41598-025-29432-1.,2025 Dec 20;16(1):268,2025,1,
41421863,Looped functional approach to finite-horizon hybrid control for networked switchedfuzzysystemswith fault indicators and cyber attacks.,ISA Trans. 2025 Dec 12:S0019-0578(25)00706-2. doi: 10.1016/j.isatra.2025.12.014. Online ahead of print.,2025 Dec 12:S0019-0578(25)00706-2,2025,1,
41419768,A novel PythagoreanfuzzyFUCA driven MCGDM algorithm for evaluating green economy oriented corporate sustainability.,Sci Rep. 2025 Dec 19;16(1):1656. doi: 10.1038/s41598-025-31159-y.,2025 Dec 19;16(1):1656,2025,1,
41419755,Prominence-guided link prediction infuzzyrobotic networks.,Sci Rep. 2025 Dec 19;16(1):1938. doi: 10.1038/s41598-025-31705-8.,2025 Dec 19;16(1):1938,2025,1,
41419601,Adaptive virtual impedance control strategy based on IWOA-fuzzyPID and its application to reactive power sharing in islanded microgrids.,Sci Rep. 2025 Dec 19;16(1):2833. doi: 10.1038/s41598-025-32695-3.,2025 Dec 19;16(1):2833,2025,1,
41419521,Network security analysis based on feature selection and optimized fireworks algorithm.,Sci Rep. 2025 Dec 19;15(1):44188. doi: 10.1038/s41598-025-27855-4.,2025 Dec 19;15(1):44188,2025,1,
41419264,"Retraction notice to ""Novel dynamicfuzzydecision-making framework for COVID-19 vaccine dose recipients"" [J. Adv. Res. 37 (2022) 147-168].",J Adv Res. 2026 Jan;79:973. doi: 10.1016/j.jare.2025.11.030.,2026 Jan;79:973,2026,1,
41419065,"The configurational influence mechanism of risky behaviors among adolescents: A combined effect analysis of neuroticism, depression, anxiety, eating behavior, alcohol consumption, and quality of life.",J Affect Disord. 2026 Mar 15;397:120917. doi: 10.1016/j.jad.2025.120917. Epub 2025 Dec 17.,2026 Mar 15;397:120917,2026,1,
41418582,Cluster-Based Insights into Cardiovascular and Autonomic Responses to Head-Up Tilt in Hypertension.,Comput Methods Programs Biomed. 2026 Feb;275:109202. doi: 10.1016/j.cmpb.2025.109202. Epub 2025 Dec 5.,2026 Feb;275:109202,2026,1,
41413414,Investigation of road transport-based greenhouse gas prediction models and the use of ıntelligent transportation systems for emission reduction.,Sci Rep. 2025 Dec 18;16(1):394. doi: 10.1038/s41598-025-29724-6.,2025 Dec 18;16(1):394,2025,1,
41413109,Appraisal of groundwater susceptibility to pollution using hybrid framework of stable isotopes and indexed approach.,Sci Rep. 2025 Dec 18;15(1):44049. doi: 10.1038/s41598-025-30972-9.,2025 Dec 18;15(1):44049,2025,1,
41409989,Which interventions optimize antibiotic prescribing in primary care in England? A survey and Qualitative Comparative Analysis of NHS Integrated Care Boards.,JAC Antimicrob Resist. 2025 Dec 16;7(6):dlaf244. doi: 10.1093/jacamr/dlaf244. eCollection 2025 Dec.,2025 Dec 16;7(6):dlaf244,2025,1,
41408404,Predictive expert assessments for large-scale battery storage system investments with conditional multi-facetfuzzylogarithmic least-squares and orthogonal metric robust aggregation.,Sci Rep. 2025 Dec 17;16(1):2910. doi: 10.1038/s41598-025-32750-z.,2025 Dec 17;16(1):2910,2025,1,
41408122,Afuzzygraph theoretic approach to face shape recognition using cubic outerplanar structures.,Sci Rep. 2025 Dec 17;15(1):44072. doi: 10.1038/s41598-025-27661-y.,2025 Dec 17;15(1):44072,2025,1,
41408119,An intuitionisticfuzzyautomated negotiation model for personalized and efficient shared decision-making.,Sci Rep. 2025 Dec 17;15(1):44000. doi: 10.1038/s41598-025-27633-2.,2025 Dec 17;15(1):44000,2025,1,
